name,draft_age,draft_class,height,weight,school,position,url,ncaa_data,ncaa_awards,nba_data,nba_awards
Bronny James,19,2024,6-4,190,USC,G,https://basketball.realgm.com/player/Bronny-James/Summary/117543,"[{'season': '2023-24', 'team': 'USC', 'gp': 25, 'gs': 6, 'min': 19.4, 'ppg': 4.84, 'fgm': 1.64, 'fga': 4.48, 'fg%': 0.366, '3pm': 0.64, '3pa': 2.4, '3p%': 0.267, 'ftm': 0.92, 'fta': 1.36, 'ft%': 0.676, 'orb': 0.28, 'drb': 2.56, 'trb': 2.84, 'ast': 2.12, 'stl': 0.76, 'blk': 0.2, 'tov': 1.08, 'pf': 1.72, 'ows': 0.24, 'dws': 0.48, 'ws': 0.72, 'ts%': 0.472, 'efg%': 0.438, 'orb%': 1.84, 'drb%': 17.2, 'trb%': 9.44, 'ast%': 19.46, 'tov%': 17.4, 'stl%': 2.21, 'blk%': 1.16, 'usg%': 16.34, 'ortg': 97.1, 'drtg': 106.3, 'per': 10.57}]",[],[],[]
Cam Spencer,24,2024,6-4,207,UConn,SG,https://basketball.realgm.com/player/Cam-Spencer/Summary/134471,"[{'season': '2019-20', 'team': 'Loyola (MD)', 'gp': 23, 'gs': 9, 'min': 28.0, 'ppg': 10.04, 'fgm': 3.48, 'fga': 7.09, 'fg%': 0.491, '3pm': 1.78, '3pa': 4.09, '3p%': 0.436, 'ftm': 1.3, 'fta': 1.52, 'ft%': 0.857, 'orb': 0.61, 'drb': 2.83, 'trb': 3.43, 'ast': 3.13, 'stl': 0.35, 'blk': 0.04, 'tov': 0.83, 'pf': 1.65, 'ows': 2.07, 'dws': 0.55, 'ws': 2.62, 'ts%': 0.643, 'efg%': 0.617, 'orb%': 2.57, 'drb%': 10.95, 'trb%': 6.94, 'ast%': 20.97, 'tov%': 9.57, 'stl%': 0.7, 'blk%': 0.17, 'usg%': 15.48, 'ortg': 130.7, 'drtg': 104.5, 'per': 18.32}, {'season': '2020-21', 'team': 'Loyola (MD)', 'gp': 5, 'gs': 3, 'min': 25.6, 'ppg': 10.2, 'fgm': 3.4, 'fga': 8.0, 'fg%': 0.425, '3pm': 1.4, '3pa': 3.0, '3p%': 0.467, 'ftm': 2.0, 'fta': 2.6, 'ft%': 0.769, 'orb': 0.4, 'drb': 4.0, 'trb': 4.4, 'ast': 3.0, 'stl': 1.0, 'blk': 0.2, 'tov': 2.2, 'pf': 2.6, 'ows': 0.28, 'dws': 0.12, 'ws': 0.4, 'ts%': 0.552, 'efg%': 0.513, 'orb%': 2.07, 'drb%': 19.78, 'trb%': 11.12, 'ast%': 22.88, 'tov%': 19.24, 'stl%': 2.34, 'blk%': 0.87, 'usg%': 23.23, 'ortg': 108.2, 'drtg': 104.1, 'per': 18.38}, {'season': '2021-22', 'team': 'Loyola (MD)', 'gp': 30, 'gs': 30, 'min': 37.0, 'ppg': 18.87, 'fgm': 6.93, 'fga': 14.8, 'fg%': 0.468, '3pm': 1.97, '3pa': 5.57, '3p%': 0.353, 'ftm': 3.03, 'fta': 3.53, 'ft%': 0.858, 'orb': 0.53, 'drb': 4.27, 'trb': 4.8, 'ast': 3.17, 'stl': 2.27, 'blk': 0.23, 'tov': 1.3, 'pf': 1.47, 'ows': 3.7, 'dws': 1.94, 'ws': 5.63, 'ts%': 0.572, 'efg%': 0.535, 'orb%': 1.75, 'drb%': 14.43, 'trb%': 7.99, 'ast%': 19.91, 'tov%': 7.31, 'stl%': 3.71, 'blk%': 0.76, 'usg%': 25.84, 'ortg': 117.4, 'drtg': 96.6, 'per': 25.23}, {'season': '2022-23', 'team': 'Rutgers', 'gp': 34, 'gs': 32, 'min': 31.5, 'ppg': 13.18, 'fgm': 4.41, 'fga': 9.94, 'fg%': 0.444, '3pm': 2.12, '3pa': 4.88, '3p%': 0.434, 'ftm': 2.24, 'fta': 2.5, 'ft%': 0.894, 'orb': 0.74, 'drb': 3.09, 'trb': 3.82, 'ast': 3.09, 'stl': 2.03, 'blk': 0.12, 'tov': 1.35, 'pf': 1.88, 'ows': 3.24, 'dws': 2.44, 'ws': 5.68, 'ts%': 0.592, 'efg%': 0.55, 'orb%': 2.76, 'drb%': 11.77, 'trb%': 7.23, 'ast%': 19.89, 'tov%': 10.84, 'stl%': 3.9, 'blk%': 0.48, 'usg%': 20.46, 'ortg': 121.5, 'drtg': 91.6, 'per': 22.0}, {'season': '2023-24', 'team': 'UConn', 'gp': 40, 'gs': 40, 'min': 32.8, 'ppg': 14.32, 'fgm': 4.9, 'fga': 10.12, 'fg%': 0.484, '3pm': 2.48, '3pa': 5.62, '3p%': 0.44, 'ftm': 2.05, 'fta': 2.25, 'ft%': 0.911, 'orb': 1.05, 'drb': 3.8, 'trb': 4.85, 'ast': 3.62, 'stl': 1.48, 'blk': 0.25, 'tov': 1.0, 'pf': 2.15, 'ows': 5.54, 'dws': 2.62, 'ws': 8.16, 'ts%': 0.64, 'efg%': 0.606, 'orb%': 4.39, 'drb%': 13.76, 'trb%': 9.41, 'ast%': 18.9, 'tov%': 8.2, 'stl%': 2.67, 'blk%': 0.8, 'usg%': 19.36, 'ortg': 139.3, 'drtg': 95.7, 'per': 23.57}]",[],[],[]
Carlton Carrington,18,2024,6-4,180,Pittsburgh,G,https://basketball.realgm.com/player/Carlton-Carrington/Summary/186450,"[{'season': '2023-24', 'team': 'Pittsburgh', 'gp': 33, 'gs': 33, 'min': 33.2, 'ppg': 13.82, 'fgm': 4.82, 'fga': 11.7, 'fg%': 0.412, '3pm': 1.97, '3pa': 6.12, '3p%': 0.322, 'ftm': 2.21, 'fta': 2.82, 'ft%': 0.785, 'orb': 0.48, 'drb': 4.7, 'trb': 5.18, 'ast': 4.12, 'stl': 0.58, 'blk': 0.24, 'tov': 1.94, 'pf': 2.36, 'ows': 2.42, 'dws': 1.38, 'ws': 3.8, 'ts%': 0.53, 'efg%': 0.496, 'orb%': 1.7, 'drb%': 18.03, 'trb%': 9.49, 'ast%': 24.02, 'tov%': 12.95, 'stl%': 1.03, 'blk%': 0.85, 'usg%': 23.08, 'ortg': 111.1, 'drtg': 103.4, 'per': 16.89}]",[],[],[]
Cody Williams,19,2024,6-8,180,Colorado,F,https://basketball.realgm.com/player/Cody-Williams/Summary/191127,"[{'season': '2023-24', 'team': 'Colorado', 'gp': 24, 'gs': 18, 'min': 28.1, 'ppg': 11.92, 'fgm': 4.46, 'fga': 8.08, 'fg%': 0.552, '3pm': 0.71, '3pa': 1.71, '3p%': 0.415, 'ftm': 2.29, 'fta': 3.21, 'ft%': 0.714, 'orb': 0.71, 'drb': 2.29, 'trb': 3.0, 'ast': 1.58, 'stl': 0.62, 'blk': 0.67, 'tov': 2.0, 'pf': 2.0, 'ows': 1.37, 'dws': 0.72, 'ws': 2.09, 'ts%': 0.62, 'efg%': 0.595, 'orb%': 3.65, 'drb%': 9.65, 'trb%': 6.96, 'ast%': 10.73, 'tov%': 17.23, 'stl%': 1.29, 'blk%': 2.44, 'usg%': 21.48, 'ortg': 111.8, 'drtg': 105.5, 'per': 16.67}]",[],[],[]
Coleman Hawkins,22,2024,6-10,225,Illinois,SF,https://basketball.realgm.com/player/Coleman-Hawkins/Summary/134846,"[{'season': '2020-21', 'team': 'Illinois', 'gp': 25, 'gs': 0, 'min': 6.2, 'ppg': 1.44, 'fgm': 0.4, 'fga': 1.16, 'fg%': 0.345, '3pm': 0.12, '3pa': 0.52, '3p%': 0.231, 'ftm': 0.52, 'fta': 0.76, 'ft%': 0.684, 'orb': 0.36, 'drb': 0.48, 'trb': 0.84, 'ast': 0.44, 'stl': 0.08, 'blk': 0.36, 'tov': 0.24, 'pf': 0.64, 'ows': 0.23, 'dws': 0.29, 'ws': 0.51, 'ts%': 0.473, 'efg%': 0.397, 'orb%': 7.27, 'drb%': 8.22, 'trb%': 7.78, 'ast%': 10.52, 'tov%': 13.63, 'stl%': 0.72, 'blk%': 5.76, 'usg%': 13.79, 'ortg': 110.0, 'drtg': 95.2, 'per': 11.95}, {'season': '2021-22', 'team': 'Illinois', 'gp': 33, 'gs': 14, 'min': 19.0, 'ppg': 5.88, 'fgm': 2.06, 'fga': 4.67, 'fg%': 0.442, '3pm': 0.58, '3pa': 1.97, '3p%': 0.292, 'ftm': 1.18, 'fta': 1.82, 'ft%': 0.65, 'orb': 1.42, 'drb': 2.85, 'trb': 4.27, 'ast': 1.52, 'stl': 0.79, 'blk': 0.52, 'tov': 1.36, 'pf': 1.88, 'ows': 0.97, 'dws': 1.19, 'ws': 2.16, 'ts%': 0.532, 'efg%': 0.503, 'orb%': 8.71, 'drb%': 16.44, 'trb%': 12.69, 'ast%': 14.74, 'tov%': 19.78, 'stl%': 2.43, 'blk%': 2.59, 'usg%': 18.39, 'ortg': 106.0, 'drtg': 95.1, 'per': 16.47}, {'season': '2022-23', 'team': 'Illinois', 'gp': 33, 'gs': 32, 'min': 32.6, 'ppg': 9.88, 'fgm': 3.73, 'fga': 8.45, 'fg%': 0.441, '3pm': 1.12, '3pa': 4.0, '3p%': 0.28, 'ftm': 1.3, 'fta': 2.12, 'ft%': 0.614, 'orb': 1.94, 'drb': 4.33, 'trb': 6.27, 'ast': 3.03, 'stl': 1.09, 'blk': 1.18, 'tov': 2.45, 'pf': 1.85, 'ows': 1.34, 'dws': 2.06, 'ws': 3.39, 'ts%': 0.522, 'efg%': 0.507, 'orb%': 7.15, 'drb%': 15.44, 'trb%': 11.36, 'ast%': 17.18, 'tov%': 20.6, 'stl%': 1.91, 'blk%': 3.59, 'usg%': 18.18, 'ortg': 103.2, 'drtg': 95.4, 'per': 15.81}, {'season': '2023-24', 'team': 'Illinois', 'gp': 35, 'gs': 35, 'min': 31.7, 'ppg': 12.09, 'fgm': 4.11, 'fga': 9.11, 'fg%': 0.451, '3pm': 1.69, '3pa': 4.57, '3p%': 0.369, 'ftm': 2.17, 'fta': 2.74, 'ft%': 0.792, 'orb': 1.37, 'drb': 4.69, 'trb': 6.06, 'ast': 2.71, 'stl': 1.46, 'blk': 1.06, 'tov': 1.57, 'pf': 2.6, 'ows': 3.02, 'dws': 1.61, 'ws': 4.63, 'ts%': 0.58, 'efg%': 0.544, 'orb%': 5.35, 'drb%': 17.39, 'trb%': 11.52, 'ast%': 14.77, 'tov%': 13.11, 'stl%': 2.61, 'blk%': 2.96, 'usg%': 18.49, 'ortg': 122.0, 'drtg': 101.4, 'per': 19.97}]",[],[],[]
DaRon Holmes II,21,2024,6-10,235,Dayton,PF,https://basketball.realgm.com/player/DaRon-Holmes-II/Summary/139163,"[{'season': '2021-22', 'team': 'Dayton', 'gp': 35, 'gs': 34, 'min': 30.7, 'ppg': 12.83, 'fgm': 5.23, 'fga': 8.06, 'fg%': 0.649, '3pm': 0.03, '3pa': 0.2, '3p%': 0.143, 'ftm': 2.34, 'fta': 4.0, 'ft%': 0.586, 'orb': 1.51, 'drb': 4.54, 'trb': 6.06, 'ast': 1.31, 'stl': 0.43, 'blk': 2.31, 'tov': 1.29, 'pf': 1.63, 'ows': 3.48, 'dws': 2.3, 'ws': 5.78, 'ts%': 0.644, 'efg%': 0.651, 'orb%': 6.48, 'drb%': 17.48, 'trb%': 12.27, 'ast%': 9.1, 'tov%': 11.44, 'stl%': 0.87, 'blk%': 8.72, 'usg%': 19.89, 'ortg': 124.3, 'drtg': 92.5, 'per': 24.96}, {'season': '2022-23', 'team': 'Dayton', 'gp': 34, 'gs': 33, 'min': 34.2, 'ppg': 18.35, 'fgm': 6.76, 'fga': 11.47, 'fg%': 0.59, '3pm': 0.18, '3pa': 0.56, '3p%': 0.316, 'ftm': 4.65, 'fta': 6.94, 'ft%': 0.669, 'orb': 2.85, 'drb': 5.24, 'trb': 8.09, 'ast': 1.71, 'stl': 0.74, 'blk': 1.94, 'tov': 2.32, 'pf': 2.09, 'ows': 4.48, 'dws': 2.55, 'ws': 7.03, 'ts%': 0.621, 'efg%': 0.597, 'orb%': 11.5, 'drb%': 17.59, 'trb%': 14.82, 'ast%': 12.17, 'tov%': 13.59, 'stl%': 1.34, 'blk%': 6.54, 'usg%': 27.58, 'ortg': 119.8, 'drtg': 92.5, 'per': 28.67}, {'season': '2023-24', 'team': 'Dayton', 'gp': 33, 'gs': 33, 'min': 32.4, 'ppg': 20.36, 'fgm': 6.58, 'fga': 12.09, 'fg%': 0.544, '3pm': 0.97, '3pa': 2.52, '3p%': 0.386, 'ftm': 6.24, 'fta': 8.76, 'ft%': 0.713, 'orb': 1.67, 'drb': 6.85, 'trb': 8.52, 'ast': 2.61, 'stl': 0.94, 'blk': 2.06, 'tov': 2.24, 'pf': 2.0, 'ows': 5.04, 'dws': 2.22, 'ws': 7.26, 'ts%': 0.627, 'efg%': 0.584, 'orb%': 7.29, 'drb%': 26.1, 'trb%': 17.34, 'ast%': 18.98, 'tov%': 12.13, 'stl%': 1.76, 'blk%': 7.23, 'usg%': 31.74, 'ortg': 123.4, 'drtg': 94.9, 'per': 32.71}]",[],[],[]
Dalton Knecht,23,2024,6-6,204,Tennessee,F,https://basketball.realgm.com/player/Dalton-Knecht/Summary/166488,"[{'season': '2019-20', 'team': 'Northeastern JC', 'gp': 31, 'gs': 14, 'min': 15.2, 'ppg': 13.32, 'fgm': 4.58, 'fga': 9.1, 'fg%': 0.504, '3pm': 2.39, '3pa': 5.29, '3p%': 0.451, 'ftm': 1.77, 'fta': 2.26, 'ft%': 0.786, 'orb': 0.55, 'drb': 2.39, 'trb': 2.94, 'ast': 1.1, 'stl': 0.48, 'blk': 0.26, 'tov': 0.87, 'pf': 1.52, 'ows': 0.0, 'dws': 0.0, 'ws': 0.0, 'ts%': 0.655, 'efg%': 0.635, 'orb%': 0.0, 'drb%': 0.0, 'trb%': 0.0, 'ast%': 0.0, 'tov%': 7.89, 'stl%': 0.0, 'blk%': 0.0, 'usg%': 0.0, 'ortg': 0.0, 'drtg': 0.0, 'per': 0.0}, {'season': '2020-21', 'team': 'Northeastern JC', 'gp': 20, 'gs': 20, 'min': 12.7, 'ppg': 23.9, 'fgm': 8.3, 'fga': 16.2, 'fg%': 0.512, '3pm': 1.7, '3pa': 4.3, '3p%': 0.395, 'ftm': 5.6, 'fta': 6.85, 'ft%': 0.818, 'orb': 1.7, 'drb': 5.75, 'trb': 7.45, 'ast': 2.0, 'stl': 0.65, 'blk': 0.45, 'tov': 1.65, 'pf': 1.3, 'ows': 0.0, 'dws': 0.0, 'ws': 0.0, 'ts%': 0.614, 'efg%': 0.565, 'orb%': 0.0, 'drb%': 0.0, 'trb%': 0.0, 'ast%': 0.0, 'tov%': 7.82, 'stl%': 0.0, 'blk%': 0.0, 'usg%': 0.0, 'ortg': 0.0, 'drtg': 0.0, 'per': 0.0}, {'season': '2021-22', 'team': 'Northern Colorado', 'gp': 35, 'gs': 11, 'min': 24.1, 'ppg': 8.94, 'fgm': 3.0, 'fga': 6.89, 'fg%': 0.436, '3pm': 1.37, '3pa': 3.8, '3p%': 0.361, 'ftm': 1.57, 'fta': 2.09, 'ft%': 0.753, 'orb': 0.54, 'drb': 3.09, 'trb': 3.63, 'ast': 0.91, 'stl': 0.49, 'blk': 0.49, 'tov': 1.46, 'pf': 1.51, 'ows': 1.24, 'dws': 0.51, 'ws': 1.76, 'ts%': 0.568, 'efg%': 0.535, 'orb%': 2.77, 'drb%': 14.97, 'trb%': 9.02, 'ast%': 6.75, 'tov%': 15.61, 'stl%': 1.14, 'blk%': 1.98, 'usg%': 19.86, 'ortg': 105.1, 'drtg': 108.2, 'per': 14.63}, {'season': '2022-23', 'team': 'Northern Colorado', 'gp': 32, 'gs': 32, 'min': 35.3, 'ppg': 20.19, 'fgm': 7.31, 'fga': 15.28, 'fg%': 0.479, '3pm': 2.41, '3pa': 6.31, '3p%': 0.381, 'ftm': 3.16, 'fta': 4.09, 'ft%': 0.771, 'orb': 0.72, 'drb': 6.47, 'trb': 7.19, 'ast': 1.75, 'stl': 0.78, 'blk': 0.56, 'tov': 2.09, 'pf': 1.5, 'ows': 3.35, 'dws': 0.71, 'ws': 4.05, 'ts%': 0.586, 'efg%': 0.557, 'orb%': 2.56, 'drb%': 22.24, 'trb%': 12.57, 'ast%': 11.41, 'tov%': 10.84, 'stl%': 1.27, 'blk%': 1.6, 'usg%': 28.16, 'ortg': 112.7, 'drtg': 108.6, 'per': 23.77}, {'season': '2023-24', 'team': 'Tennessee', 'gp': 36, 'gs': 36, 'min': 30.6, 'ppg': 21.67, 'fgm': 7.33, 'fga': 16.03, 'fg%': 0.458, '3pm': 2.58, '3pa': 6.5, '3p%': 0.397, 'ftm': 4.42, 'fta': 5.72, 'ft%': 0.772, 'orb': 0.78, 'drb': 4.11, 'trb': 4.89, 'ast': 1.81, 'stl': 0.69, 'blk': 0.64, 'tov': 1.69, 'pf': 1.78, 'ows': 4.1, 'dws': 1.91, 'ws': 6.01, 'ts%': 0.578, 'efg%': 0.538, 'orb%': 2.97, 'drb%': 15.26, 'trb%': 9.21, 'ast%': 13.43, 'tov%': 8.29, 'stl%': 1.28, 'blk%': 2.44, 'usg%': 32.79, 'ortg': 117.5, 'drtg': 98.5, 'per': 25.41}, {'season': 'CAREER', 'team': 'NCAA DI', 'gp': 103, 'gs': 79, 'min': 29.9, 'ppg': 16.88, 'fgm': 5.85, 'fga': 12.69, 'fg%': 0.461, '3pm': 2.12, '3pa': 5.52, '3p%': 0.383, 'ftm': 3.06, 'fta': 3.98, 'ft%': 0.768, 'orb': 0.68, 'drb': 4.5, 'trb': 5.17, 'ast': 1.49, 'stl': 0.65, 'blk': 0.56, 'tov': 1.74, 'pf': 1.6, 'ows': 8.0, 'dws': 1.0, 'ws': 11.0, 'ts%': 0.579, 'efg%': 0.545, 'orb%': 2.0, 'drb%': 16.83, 'trb%': 9.93, 'ast%': 10.0, 'tov%': 10.65, 'stl%': 1.0, 'blk%': 1.35, 'usg%': 26.34, 'ortg': 111.4, 'drtg': 104.5, 'per': 20.64}]",[],[],[]
Devin Carter,22,2024,6-3,195,Providence,G,https://basketball.realgm.com/player/Devin-Carter/Summary/162039,"[{'season': '2021-22', 'team': 'South Carolina', 'gp': 30, 'gs': 7, 'min': 18.7, 'ppg': 9.03, 'fgm': 2.97, 'fga': 7.07, 'fg%': 0.42, '3pm': 0.53, '3pa': 2.0, '3p%': 0.267, 'ftm': 2.57, 'fta': 3.73, 'ft%': 0.688, 'orb': 1.13, 'drb': 2.67, 'trb': 3.8, 'ast': 1.8, 'stl': 0.87, 'blk': 0.33, 'tov': 2.1, 'pf': 1.37, 'ows': 0.73, 'dws': 1.0, 'ws': 1.73, 'ts%': 0.511, 'efg%': 0.458, 'orb%': 6.44, 'drb%': 15.61, 'trb%': 10.96, 'ast%': 19.16, 'tov%': 19.2, 'stl%': 2.56, 'blk%': 1.94, 'usg%': 27.36, 'ortg': 99.0, 'drtg': 96.2, 'per': 18.18}, {'season': '2022-23', 'team': 'Providence', 'gp': 33, 'gs': 33, 'min': 32.0, 'ppg': 13.03, 'fgm': 4.27, 'fga': 10.0, 'fg%': 0.427, '3pm': 1.06, '3pa': 3.55, '3p%': 0.299, 'ftm': 3.42, 'fta': 4.76, 'ft%': 0.72, 'orb': 1.21, 'drb': 3.73, 'trb': 4.94, 'ast': 2.45, 'stl': 1.79, 'blk': 1.06, 'tov': 1.61, 'pf': 2.06, 'ows': 2.51, 'dws': 1.64, 'ws': 4.15, 'ts%': 0.531, 'efg%': 0.48, 'orb%': 4.61, 'drb%': 13.83, 'trb%': 9.28, 'ast%': 14.3, 'tov%': 11.58, 'stl%': 3.26, 'blk%': 3.39, 'usg%': 21.67, 'ortg': 113.3, 'drtg': 99.1, 'per': 20.29}, {'season': '2023-24', 'team': 'Providence', 'gp': 34, 'gs': 32, 'min': 34.3, 'ppg': 19.12, 'fgm': 6.44, 'fga': 13.62, 'fg%': 0.473, '3pm': 2.47, '3pa': 6.56, '3p%': 0.377, 'ftm': 3.76, 'fta': 5.03, 'ft%': 0.749, 'orb': 0.97, 'drb': 7.44, 'trb': 8.41, 'ast': 3.53, 'stl': 1.71, 'blk': 0.94, 'tov': 2.62, 'pf': 1.85, 'ows': 3.62, 'dws': 2.64, 'ws': 6.26, 'ts%': 0.597, 'efg%': 0.564, 'orb%': 3.65, 'drb%': 25.52, 'trb%': 15.08, 'ast%': 23.48, 'tov%': 14.06, 'stl%': 2.84, 'blk%': 2.81, 'usg%': 28.34, 'ortg': 114.8, 'drtg': 92.9, 'per': 26.3}]",[],[],[]
Dillon Jones,22,2024,6-6,235,Weber State,PG,https://basketball.realgm.com/player/Dillon-Jones/Summary/135508,"[{'season': '2020-21', 'team': 'Weber State', 'gp': 23, 'gs': 2, 'min': 20.5, 'ppg': 8.17, 'fgm': 2.61, 'fga': 4.65, 'fg%': 0.561, '3pm': 0.17, '3pa': 0.7, '3p%': 0.25, 'ftm': 2.78, 'fta': 3.52, 'ft%': 0.79, 'orb': 1.13, 'drb': 4.65, 'trb': 5.78, 'ast': 2.04, 'stl': 1.61, 'blk': 0.04, 'tov': 1.78, 'pf': 1.74, 'ows': 1.42, 'dws': 1.2, 'ws': 2.62, 'ts%': 0.646, 'efg%': 0.579, 'orb%': 7.61, 'drb%': 26.06, 'trb%': 17.68, 'ast%': 17.02, 'tov%': 21.99, 'stl%': 4.33, 'blk%': 0.23, 'usg%': 20.05, 'ortg': 118.2, 'drtg': 88.0, 'per': 24.07}, {'season': '2021-22', 'team': 'Weber State', 'gp': 33, 'gs': 32, 'min': 33.9, 'ppg': 12.64, 'fgm': 4.42, 'fga': 8.18, 'fg%': 0.541, '3pm': 0.88, '3pa': 2.48, '3p%': 0.354, 'ftm': 2.91, 'fta': 3.64, 'ft%': 0.8, 'orb': 1.55, 'drb': 9.06, 'trb': 10.61, 'ast': 2.52, 'stl': 1.79, 'blk': 0.06, 'tov': 2.27, 'pf': 1.79, 'ows': 2.98, 'dws': 2.37, 'ws': 5.35, 'ts%': 0.638, 'efg%': 0.594, 'orb%': 5.74, 'drb%': 31.73, 'trb%': 19.12, 'ast%': 13.91, 'tov%': 18.66, 'stl%': 2.95, 'blk%': 0.2, 'usg%': 18.55, 'ortg': 117.8, 'drtg': 92.8, 'per': 22.52}, {'season': '2022-23', 'team': 'Weber State', 'gp': 32, 'gs': 31, 'min': 36.2, 'ppg': 16.66, 'fgm': 5.31, 'fga': 11.5, 'fg%': 0.462, '3pm': 1.12, '3pa': 3.72, '3p%': 0.303, 'ftm': 4.91, 'fta': 6.03, 'ft%': 0.813, 'orb': 0.81, 'drb': 10.12, 'trb': 10.94, 'ast': 3.75, 'stl': 1.59, 'blk': 0.06, 'tov': 3.44, 'pf': 2.03, 'ows': 2.56, 'dws': 2.38, 'ws': 4.94, 'ts%': 0.58, 'efg%': 0.511, 'orb%': 3.07, 'drb%': 37.16, 'trb%': 20.37, 'ast%': 23.95, 'tov%': 19.31, 'stl%': 2.66, 'blk%': 0.23, 'usg%': 27.45, 'ortg': 106.2, 'drtg': 93.9, 'per': 23.65}, {'season': '2023-24', 'team': 'Weber State', 'gp': 31, 'gs': 31, 'min': 37.0, 'ppg': 20.77, 'fgm': 6.94, 'fga': 14.19, 'fg%': 0.489, '3pm': 1.1, '3pa': 3.39, '3p%': 0.324, 'ftm': 5.81, 'fta': 6.77, 'ft%': 0.857, 'orb': 0.81, 'drb': 9.03, 'trb': 9.84, 'ast': 5.23, 'stl': 1.97, 'blk': 0.1, 'tov': 3.03, 'pf': 2.26, 'ows': 4.45, 'dws': 2.25, 'ws': 6.7, 'ts%': 0.597, 'efg%': 0.527, 'orb%': 2.87, 'drb%': 33.6, 'trb%': 17.91, 'ast%': 30.7, 'tov%': 14.83, 'stl%': 3.21, 'blk%': 0.31, 'usg%': 29.85, 'ortg': 117.6, 'drtg': 96.1, 'per': 29.13}]",[],[],[]
Donovan Clingan,20,2024,7-2,265,UConn,C,https://basketball.realgm.com/player/Donovan-Clingan/Summary/176054,"[{'season': '2022-23', 'team': 'UConn', 'gp': 39, 'gs': 0, 'min': 13.0, 'ppg': 6.9, 'fgm': 2.87, 'fga': 4.38, 'fg%': 0.655, '3pm': 0.0, '3pa': 0.03, '3p%': 0.0, 'ftm': 1.15, 'fta': 2.23, 'ft%': 0.517, 'orb': 2.21, 'drb': 3.41, 'trb': 5.62, 'ast': 0.46, 'stl': 0.41, 'blk': 1.79, 'tov': 1.03, 'pf': 1.87, 'ows': 1.77, 'dws': 1.68, 'ws': 3.45, 'ts%': 0.633, 'efg%': 0.655, 'orb%': 20.8, 'drb%': 30.9, 'trb%': 25.95, 'ast%': 7.48, 'tov%': 15.85, 'stl%': 1.82, 'blk%': 14.4, 'usg%': 24.45, 'ortg': 119.8, 'drtg': 81.1, 'per': 33.64}, {'season': '2023-24', 'team': 'UConn', 'gp': 35, 'gs': 33, 'min': 22.6, 'ppg': 13.0, 'fgm': 5.31, 'fga': 8.31, 'fg%': 0.639, '3pm': 0.06, '3pa': 0.23, '3p%': 0.25, 'ftm': 2.31, 'fta': 3.97, 'ft%': 0.583, 'orb': 2.49, 'drb': 4.89, 'trb': 7.37, 'ast': 1.51, 'stl': 0.51, 'blk': 2.46, 'tov': 0.8, 'pf': 2.03, 'ows': 4.03, 'dws': 2.3, 'ws': 6.33, 'ts%': 0.637, 'efg%': 0.643, 'orb%': 14.88, 'drb%': 25.62, 'trb%': 20.6, 'ast%': 13.31, 'tov%': 7.27, 'stl%': 1.35, 'blk%': 11.39, 'usg%': 25.2, 'ortg': 135.7, 'drtg': 86.2, 'per': 35.49}]",[],[],[]
